"ASIGN_VALDYTOJAS","TIEKEJAS","POZYMIS","PROGRAMA","FIN_SALTINIS","SAMATA","SASKAITOS_NR","SASKAITOS_DATA","VALIUTA","SASKAITOS_SUMA","APMOKETA","APMOKETA_IKI_EIN_METU","APMOKETA_I_KETV","APMOKETA_II_KETV","APMOKETA_III_KETV","APMOKETA_IV_KETV","PASTABA","SUT_NR_FVAS","SUT_NR_AVILYS","ITRAUK_SUMA","PAR_DATA","PAR_NR"
"188710061","PODOLSKAITĖ, VIOLETA","Tarybos narys","16010101","01","1000002","AV2017/415","2017-10-06T00:00","EUR",271.15,0,0,0,0,0,0,,"-","-",,,
"188710061","PODOLSKAITĖ, VIOLETA","Tarybos narys","16010101","01","1000002","AV2016/338","2016-09-30T00:00","EUR",900,0,0,0,0,0,0,,"-","-",,,
"188710061","PODOLSKAITĖ, VIOLETA","Tarybos narys","16010101","01","1000002","AV2017/390","2017-09-29T00:00","EUR",900,0,0,0,0,0,0,,"-","-",,,
"188710061","PODOLSKAITĖ, VIOLETA","Tarybos narys","16010101","01","1000002","AV1-90/27-06.2019","2019-06-30T00:00","EUR",900,0,0,0,0,0,0,,"-","-",,,
"188710061","PALUCKAS, GINTAUTAS","Tarybos narys","16030101","01","1000012","AV2016/10","2016-01-29T00:00","EUR",156,0,0,0,0,0,0,,"-","-",,,
"188710061","PALUCKAS, GINTAUTAS","Tarybos narys","16030101","01","1000012","AV2016/180","2016-06-29T00:00","EUR",207,0,0,0,0,0,0,,"-","-",,,
"188710061","PALUCKAS, GINTAUTAS","Tarybos narys","16030101","01","1000012","AV2016/143","2016-05-18T00:00","EUR",61.9,0,0,0,0,0,0,,"-","-",,,
"188710061","PALUCKAS, GINTAUTAS","Tarybos narys","16030101","01","1000012","AV2017/530","2017-11-24T00:00","EUR",223.41,0,0,0,0,0,0,,"-","-",,,
"188710061","PALUCKAS, GINTAUTAS","Tarybos narys","16030101","01","1000012","AV2018/244R","2018-08-13T00:00","EUR",46.94,0,0,0,0,0,0,,"-","-",,,
"188710061","PALUCKAS, GINTAUTAS","Tarybos narys","16030101","01","1000012","AV2018/110R","2018-04-19T00:00","EUR",279.94,0,0,0,0,0,0,,"-","-",,,
"188710061","LIUDKOVSKI, ARTUR","Tarybos narys","16010101","01","1000002","AV1-90/20-09.2018","2018-09-30T00:00","EUR",899.99,0,0,0,0,0,0,,"-","-",,,
"188710061","ILGIUS, VAIDOTAS","Tarybos narys","16010101","01","1000002","AV2016/72","2016-03-31T00:00","EUR",446.54,0,0,0,0,0,0,,"-","-",,,
"188710061","ILGIUS, VAIDOTAS","Tarybos narys","16010101","01","1000002","AV2018/181","2018-03-30T00:00","EUR",886.56,0,0,0,0,0,0,,"-","-",,,
"188710061","ILGIUS, VAIDOTAS","Tarybos narys","208010102","01","1000002","AV1-90/10-06.2020","2020-06-30T00:00","EUR",193.11,0,0,0,0,0,0,,"-","-",,,
"188710061","IMBRASAS, JUOZAS","Tarybos narys","16010101","01","1000002","AV2015/292","2015-06-30T00:00","EUR",667,0,0,0,0,0,0,,"-","-",,,
"188710061","RUDŽIONIS, GEDIMINAS","Tarybos narys","16010101","01","1000002","AV2017/262","2017-06-30T00:00","EUR",900,0,0,0,0,0,0,,"-","-",,,
"188710061","KAMINSKI, JAROSLAV","Tarybos narys","16010101","01","1000002","AV2015/482","2015-12-31T00:00","EUR",730.65,0,0,0,0,0,0,,"-","-",,,
"188710061","KAMINSKI, JAROSLAV","Tarybos narys","16030101","01","1000012","AV2015/4","2015-01-30T00:00","EUR",178.42,0,0,0,0,0,0,,"-","-",,,
"188710061","KAMINSKI, JAROSLAV","Tarybos narys","16010101","01","1000002","AV2015/8","2015-01-08T00:00","EUR",75.32,0,0,0,0,0,0,,"-","-",,,
"188710061","KAMINSKI, JAROSLAV","Tarybos narys","16030101","01","1000012","AV2015/191","2015-04-20T00:00","EUR",159.83,0,0,0,0,0,0,,"-","-",,,
"188710061","KAMINSKI, JAROSLAV","Tarybos narys","16030101","01","1000012","AV2015/38","2015-02-25T00:00","EUR",176.69,0,0,0,0,0,0,,"-","-",,,
"188710061","KAMINSKI, JAROSLAV","Tarybos narys","16010101","01","1000002","AV2015/371","2015-09-30T00:00","EUR",778.74,0,0,0,0,0,0,,"-","-",,,
"188710061","KAMINSKI, JAROSLAV","Tarybos narys","16010101","01","1000002","AV2016/76","2016-03-31T00:00","EUR",820.54,0,0,0,0,0,0,,"-","-",,,
"188710061","KAMINSKI, JAROSLAV","Tarybos narys","16010101","01","1000002","AV2017/315","2017-09-11T00:00","EUR",133,0,0,0,0,0,0,,"-","-",,,
"188710061","KAMINSKI, JAROSLAV","Tarybos narys","16010101","01","1000002","AV2018/184","2018-03-31T00:00","EUR",900,0,0,0,0,0,0,,"-","-",,,
"188710061","KAMINSKI, JAROSLAV","Tarybos narys","16010101","01","1000002","AV24-16/18","2018-05-02T00:00","EUR",95,0,0,0,0,0,0,,"-","-",,,
"188710061","NĖNIUS, KĘSTUTIS","Tarybos narys","16010101","01","1000002","AV1-90/27-04.2019","2019-04-23T00:00","EUR",230,0,0,0,0,0,0,,"-","-",,,
"188710061","NĖNIUS, KĘSTUTIS","Tarybos narys","16010101","01","1000002","AV2017/388","2017-09-30T00:00","EUR",875.12,0,0,0,0,0,0,,"-","-",,,
"188710061","NĖNIUS, KĘSTUTIS","Tarybos narys","16010101","01","1000002","AV1-90/27-06.2018","2018-06-29T00:00","EUR",900,0,0,0,0,0,0,,"-","-",,,
"188710061","NĖNIUS, KĘSTUTIS","Tarybos narys","16010101","01","1000002","1-1621/26-12","2014-12-04T00:00","EUR",289.62,289.62,289.62,0,0,0,0,,"-","-",,,
"188710061","JAKAVONYTĖ, ANGELĖ","Tarybos narys","208010102","01","1000002","AV1-90/15-03.2020","2020-03-31T00:00","EUR",900,0,0,0,0,0,0,,"-","-",,,
"188710061","JAKAVONYTĖ, ANGELĖ","Tarybos narys","208010102","01","1000002","921-148/21","2021-09-30T00:00","EUR",900,0,0,0,0,0,0,,"-","-",,,
"188710061","ZUOKAS, ARTŪRAS","Tarybos narys","208010102","01","1000002","AV1-90/45-06.2020","2020-06-30T00:00","EUR",900,0,0,0,0,0,0,,"-","-",,,
"188710061","ZUOKAS, ARTŪRAS","Tarybos narys","208010102","01","1000002","AV1-90/45-09.2020","2020-09-30T00:00","EUR",898.89,0,0,0,0,0,0,,"-","-",,,
"188710061","ZUOKAS, ARTŪRAS","Tarybos narys","208010102","01","1000002","921-171/21","2021-12-20T00:00","EUR",900,0,0,0,0,0,0,,"-","-",,,
"188710061","ŠIŠKO, EDITA","Tarybos narys","16010101","01","1000002","AV24-35/19","2019-08-26T00:00","EUR",173.11,0,0,0,0,0,0,,"-","-",,,
"188710061","ŠIŠKO, EDITA","Tarybos narys","16010101","01","1000002","AV1-90/38-12.2019","2019-12-31T00:00","EUR",900,0,0,0,0,0,0,,"-","-",,,
"188710061","ŠIŠKO, EDITA","Tarybos narys","208010102","01","1000002","AV1-90/39-12.2020","2020-12-31T00:00","EUR",900,0,0,0,0,0,0,,"-","-",,,
"188710061","ŠIŠKO, EDITA","Tarybos narys","208010102","01","1000002","921-151/22","2022-09-30T00:00","EUR",900,0,0,0,0,0,0,,"-","-",,,
"188710061","TAMOŠIŪNAITĖ, EDITA","Tarybos narys","16030101","01","1000012","AV2017/516","2017-11-06T00:00","EUR",56.84,0,0,0,0,0,0,,"-","-",,,
"188710061","TAMOŠIŪNAITĖ, EDITA","Tarybos narys","16030101","01","1000012","AV2017/521","2017-11-06T00:00","EUR",95,0,0,0,0,0,0,,"-","-",,,
"188710061","TAMOŠIŪNAITĖ, EDITA","Tarybos narys","16010101","01","1000002","AV2017/283","2017-07-24T00:00","EUR",154,0,0,0,0,0,0,,"-","-",,,
"188710061","TAMOŠIŪNAITĖ, EDITA","Tarybos narys","16010101","01","1000002","AV24-18/19","2019-05-21T00:00","EUR",348,0,0,0,0,0,0,,"-","-",,,
"188710061","TAMOŠIŪNAITĖ, EDITA","Tarybos narys","16030101","01","1000012","AV2018/131","2018-03-01T00:00","EUR",75.29,0,0,0,0,0,0,,"-","-",,,
"188710061","TAMOŠIŪNAITĖ, EDITA","Tarybos narys","16030101","01","1000012","AV2018/133","2018-03-01T00:00","EUR",25.44,0,0,0,0,0,0,,"-","-",,,
"188710061","TAMOŠIŪNAITĖ, EDITA","Tarybos narys","16030101","01","1000012","AV2018/137","2018-03-14T00:00","EUR",24.4,0,0,0,0,0,0,,"-","-",,,
"188710061","TAMOŠIŪNAITĖ, EDITA","Tarybos narys","16030101","01","1000012","AV2018/5","2018-01-08T00:00","EUR",19.5,0,0,0,0,0,0,,"-","-",,,
"188710061","TAMOŠIŪNAITĖ, EDITA","Tarybos narys","16030101","01","1000012","AV2018/8","2018-01-18T00:00","EUR",38.85,0,0,0,0,0,0,,"-","-",,,
"188710061","TAMOŠIŪNAITĖ, EDITA","Tarybos narys","16030101","01","1000012","AV2018/130R","2018-04-20T00:00","EUR",26.4,0,0,0,0,0,0,,"-","-",,,
"188710061","TAMOŠIŪNAITĖ, EDITA","Tarybos narys","16030101","01","1000012","AV2018/202R","2018-06-28T00:00","EUR",29.99,0,0,0,0,0,0,,"-","-",,,
"188710061","TAMOŠIŪNAITĖ, EDITA","Tarybos narys","16030101","01","1000012","AV2018/318R","2018-10-01T00:00","EUR",121.37,0,0,0,0,0,0,,"-","-",,,
"188710061","TAMOŠIŪNAITĖ, EDITA","Tarybos narys","16030101","01","1000012","AV2018/147R","2018-05-07T00:00","EUR",14,0,0,0,0,0,0,,"-","-",,,
"188710061","TAMOŠIŪNAITĖ, EDITA","Tarybos narys","16030101","01","1000012","AV2018/148R","2018-05-18T00:00","EUR",36,0,0,0,0,0,0,,"-","-",,,
"188710061","TAMOŠIŪNAITĖ, EDITA","Tarybos narys","16030101","01","1000012","AV2018/58","2018-02-08T00:00","EUR",25.59,0,0,0,0,0,0,,"-","-",,,
"188710061","TAMOŠIŪNAITĖ, EDITA","Tarybos narys","16030101","01","1000012","AV2018/60","2018-02-16T00:00","EUR",19,0,0,0,0,0,0,,"-","-",,,
"188710061","TAMOŠIŪNAITĖ, EDITA","Tarybos narys","16030101","01","1000012","FALL318","2019-03-19T00:00","EUR",33.5,0,0,0,0,0,0,,"-","-",,,
"188710061","TAMOŠIŪNAITĖ, EDITA","Tarybos narys","16030101","01","1000012","AV2018/47RR","2018-09-05T00:00","EUR",26.03,0,0,0,0,0,0,,"-","-",,,
"188710061","TAMOŠIŪNAITĖ, EDITA","Tarybos narys","16030101","01","1000012","AV2018/276R","2018-09-05T00:00","EUR",26.8,0,0,0,0,0,0,,"-","-",,,
"188710061","TAMOŠIŪNAITĖ, EDITA","Tarybos narys","16030101","01","1000012","AMSFT04206072","2019-01-07T00:00","EUR",31.78,0,0,0,0,0,0,,"-","-",,,
"188710061","TAMOŠIŪNAITĖ, EDITA","Tarybos narys","16030101","01","1000012","AV2018/384R","2018-12-03T00:00","EUR",41.75,0,0,0,0,0,0,,"-","-",,,
"188710061","TAMOŠIŪNAITĖ, EDITA","Tarybos narys","16030101","01","1000012","AV2019/145R","2019-06-28T00:00","EUR",81.16,0,0,0,0,0,0,,"-","-",,,
"188710061","TAMOŠIŪNAITĖ, EDITA","Tarybos narys","16010101","01","1000002","AV24-30/19","2019-07-22T00:00","EUR",260.5,0,0,0,0,0,0,,"-","-",,,
"188710061","TAMOŠIŪNAITĖ, EDITA","Tarybos narys","16030101","01","1000012","AV2019/203R","2019-11-30T00:00","EUR",297.5,0,0,0,0,0,0,,"-","-",,,
"188710061","TAMOŠIŪNAITĖ, EDITA","Tarybos narys","16030101","01","1000012","AV2019/216R","2019-12-31T00:00","EUR",253.52,0,0,0,0,0,0,,"-","-",,,
"1030000","TAMOŠIŪNAITĖ, EDITA","Tarybos narys","09060104","01","4000640","K-09/4-1","2019-09-20T00:00","EUR",128,0,0,0,0,0,0,,"-","-",,,
"188710061","TAMOŠIŪNAITĖ, EDITA","Tarybos narys","208030101","01","1000012","BANKMOK-07","2020-07-31T00:00","EUR",2.5,0,0,0,0,0,0,,"-","-",,,
"188710061","TAMOŠIŪNAITĖ, EDITA","Tarybos narys","208030101","01","1000012","BANKMOK-09","2020-09-30T00:00","EUR",2.5,0,0,0,0,0,0,,"-","-",,,
"188710061","TAMOŠIŪNAITĖ, EDITA","Tarybos narys","208030101","01","1000012","AV2020/42R","2020-06-30T00:00","EUR",221.22,0,0,0,0,0,0,,"-","-",,,
"188710061","TAMOŠIŪNAITĖ, EDITA","Tarybos narys","208030101","01","1000012","BANKMOK11/20","2020-11-30T00:00","EUR",2.5,0,0,0,0,0,0,,"-","-",,,
"188710061","TAMOŠIŪNAITĖ, EDITA","Tarybos narys","208030101","01","1000012","BANKMOK-04","2020-04-30T00:00","EUR",2.5,0,0,0,0,0,0,,"-","-",,,
"188710061","TAMOŠIŪNAITĖ, EDITA","Tarybos narys","208030101","01","1000012","AV2020/77R","2020-10-30T00:00","EUR",53,0,0,0,0,0,0,,"-","-",,,
"188710061","TAMOŠIŪNAITĖ, EDITA","Tarybos narys","208030101","01","1000012","AV2021/2292R","2021-01-29T00:00","EUR",2.5,0,0,0,0,0,0,,"-","-",,,
"188710061","TAMOŠIŪNAITĖ, EDITA","Tarybos narys","208010102","01","1000002","921-67/21","2021-06-22T00:00","EUR",899.4,0,0,0,0,0,0,,"-","-",,,
"188710061","TAMOŠIŪNAITĖ, EDITA","Tarybos narys","208030101","01","1000012","A89-473/21","2021-07-30T00:00","EUR",141.65,0,0,0,0,0,0,,"-","-",,,
"188710061","TAMOŠIŪNAITĖ, EDITA","Tarybos narys","208030101","01","1000012","A89-93/22","2022-01-31T00:00","EUR",481.75,0,0,0,0,0,0,,"-","-",,,
"188710061","TAMOŠIŪNAITĖ, EDITA","Tarybos narys","208030101","01","1000012","A89-180/22","2022-02-28T00:00","EUR",497.95,0,0,0,0,0,0,,"-","-",,,
"188710061","TAMOŠIŪNAITĖ, EDITA","Tarybos narys","208010102","01","1000002","A89-526/22","2022-05-03T00:00","EUR",423,0,0,0,0,0,0,,"-","-",,,
"188710061","TAMOŠIŪNAITĖ, EDITA","Tarybos narys","208010102","01","1000002","A89-1333/22","2022-09-07T00:00","EUR",240,0,0,0,0,0,0,,"-","-",,,
"188710061","TAMOŠIŪNAITĖ, EDITA","Tarybos narys","208030101","01","1000012","A89-3/23","2022-12-30T00:00","EUR",486.33,0,0,0,0,0,0,,"-","-",,,
"188710061","ŠVILPA, GEDIMINAS","Tarybos narys","16010101","01","1000002","AV2016/463","2016-12-30T00:00","EUR",900,0,0,0,0,0,0,,"-","-",,,
"188710061","ŠVILPA, GEDIMINAS","Tarybos narys","16010101","01","1000002","AV1-90/42-09.2018","2018-09-30T00:00","EUR",853.33,0,0,0,0,0,0,,"-","-",,,
"188710061","ŠVILPA, GEDIMINAS","Tarybos narys","208010102","01","1000002","AV1-90/40-06.2020","2020-06-30T00:00","EUR",779.27,0,0,0,0,0,0,,"-","-",,,
"188710061","ŠVILPA, GEDIMINAS","Tarybos narys","208010102","01","1000002","AV1-90/40-09.2020","2020-09-30T00:00","EUR",900,0,0,0,0,0,0,,"-","-",,,
"188710061","ŠVILPA, GEDIMINAS","Tarybos narys","208010102","01","1000002","921-88/21","2021-06-30T00:00","EUR",900,0,0,0,0,0,0,,"-","-",,,
"188710061","ŠVILPA, GEDIMINAS","Tarybos narys","208010102","01","1000002","A89-1332/22","2022-09-08T00:00","EUR",192,0,0,0,0,0,0,,"-","-",,,
"188710061","SKARUPSKAS, MARIUS","Tarybos narys","16010101","01","1000002","AV2018/212","2018-03-31T00:00","EUR",900,0,0,0,0,0,0,,"-","-",,,
"188710061","SKARUPSKAS, MARIUS","Tarybos narys","16010101","01","1000002","AV2019DU","2019-04-23T00:00","EUR",34.38,0,0,0,0,0,0,,"-","-",,,
"188710061","MARTIKONIS, VIDMANTAS","Tarybos narys","16010101","01","1000002","AV2016/84","2016-03-31T00:00","EUR",595.61,0,0,0,0,0,0,,"-","-",,,
"188710061","MARTIKONIS, VIDMANTAS","Tarybos narys","16010101","01","1000002","AV2017/632","2017-12-31T00:00","EUR",569.14,0,0,0,0,0,0,,"-","-",,,
"188710061","DMITRIJEV, SERGEJ","Tarybos narys","16010101","01","1000002","AV1-90/5-09.2019","2019-09-30T00:00","EUR",900,0,0,0,0,0,0,,"-","-",,,
"188710061","DMITRIJEV, SERGEJ","Tarybos narys","208010102","01","1000002","AV1-90/6-09.2020","2020-09-30T00:00","EUR",900,0,0,0,0,0,0,,"-","-",,,
"188710061","DMITRIJEV, SERGEJ","Tarybos narys","208010102","01","1000002","AV1-90/7-12.2020","2020-12-31T00:00","EUR",900,0,0,0,0,0,0,,"-","-",,,
"188710061","DMITRIJEV, SERGEJ","Tarybos narys","208010102","01","1000002","AV1-90/6-06.2020","2020-06-30T00:00","EUR",900,0,0,0,0,0,0,,"-","-",,,
"188710061","ŠILGALIS, ŽILVINAS","Tarybos narys","208010102","01","1000002","921-155/21","2021-09-30T00:00","EUR",900,0,0,0,0,0,0,,"-","-",,,
"188710061","DMITRIJEVA, LARISA","Tarybos narys","208010102","01","1000002","AV1-90/6-12.2020","2020-12-17T00:00","EUR",430,0,0,0,0,0,0,,"-","-",,,
"188710061","DMITRIJEVA, LARISA","Tarybos narys","208010102","01","1000002","921-8/22","2021-12-31T00:00","EUR",900,0,0,0,0,0,0,,"-","-",,,
"188710061","MACIEJEVSKI, ZBIGNIEV","Tarybos narys","208010102","01","1000002","921-72/22","2022-03-31T00:00","EUR",900,0,0,0,0,0,0,,"-","-",,,
"188710061","BALČIŪNIENĖ, RITA","Tarybos narys","16010101","01","1000002","AV2016/467","2016-12-31T00:00","EUR",897.57,0,0,0,0,0,0,,"-","-",,,
"188710061","BALČIŪNIENĖ, RITA","Tarybos narys","16010101","01","1000002","AV2015/280","2015-06-30T00:00","EUR",143.5,0,0,0,0,0,0,,"-","-",,,
"188710061","BALČIŪNIENĖ, RITA","Tarybos narys","16010101","01","1000002","AV24-40/18","2018-09-10T00:00","EUR",192,0,0,0,0,0,0,,"-","-",,,
"188710061","BALČIŪNIENĖ, RITA","Tarybos narys","16030101","01","1000012","BANKMOK08","2019-08-31T00:00","EUR",2.5,0,0,0,0,0,0,,"-","-",,,
"188710061","BALČIŪNIENĖ, RITA","Tarybos narys","208030104","04","1010621","AV42-244/19p","2020-01-20T00:00","EUR",156,0,0,0,0,0,0,,"-","-",,,
"188710061","BALČIŪNIENĖ, RITA","Tarybos narys","16010101","01","1000002","AV1-90/2-04.2019","2019-04-23T00:00","EUR",228.25,0,0,0,0,0,0,,"-","-",,,
"188710061","BALČIŪNIENĖ, RITA","Tarybos narys","16030101","01","1000012","BANKMOK07","2019-07-29T00:00","EUR",2.5,0,0,0,0,0,0,,"-","-",,,
"188710061","BALČIŪNIENĖ, RITA","Tarybos narys","16010101","01","1000001","AV42-135/19","2019-08-26T00:00","EUR",159,0,0,0,0,0,0,,"-","-",,,
"188710061","BALČIŪNIENĖ, RITA","Tarybos narys","208030101","01","1000012","BANKMOK-09/2","2020-09-30T00:00","EUR",2.5,0,0,0,0,0,0,,"-","-",,,
"188710061","BALČIŪNIENĖ, RITA","Tarybos narys","208030101","01","1000012","AV2020/70R","2020-10-30T00:00","EUR",276.68,0,0,0,0,0,0,,"-","-",,,
"188710061","BALČIŪNIENĖ, RITA","Tarybos narys","208010102","01","1000002","AV1-90/1-12.2020","2020-12-31T00:00","EUR",235.32,0,0,0,0,0,0,,"-","-",,,
"188710061","BALČIŪNIENĖ, RITA","Tarybos narys","208010102","01","1000002","921-21/21","2021-03-31T00:00","EUR",858.64,0,0,0,0,0,0,,"-","-",,,
"188710061","BALČIŪNIENĖ, RITA","Tarybos narys","208010102","01","1000002","A89-508/21","2021-09-06T00:00","EUR",192,0,0,0,0,0,0,,"-","-",,,
"188710061","BALČIŪNIENĖ, RITA","Tarybos narys","208010102","01","1000002","921-130/21","2021-09-30T00:00","EUR",856.77,0,0,0,0,0,0,,"-","-",,,
"188710061","BALČIŪNIENĖ, RITA","Tarybos narys","208010102","01","1000002","921-152/22","2022-09-30T00:00","EUR",886.58,0,0,0,0,0,0,,"-","-",,,
"188710061","BENKUNSKAS, VALDAS","Tarybos narys","16030101","01","1000012","AV2015/437","2015-11-02T00:00","EUR",172.6,0,0,0,0,0,0,,"-","-",,,
"188710061","BENKUNSKAS, VALDAS","Tarybos narys","16030101","01","1000012","AV2016/6","2016-01-11T00:00","EUR",20.9,0,0,0,0,0,0,,"-","-",,,
"188710061","BENKUNSKAS, VALDAS","Tarybos narys","16010101","01","1000002","AV2016/63","2016-03-31T00:00","EUR",333.46,0,0,0,0,0,0,,"-","-",,,
"188710061","BENKUNSKAS, VALDAS","Tarybos narys","16010101","01","1000002","AV1-90/4-03.2019","2019-03-29T00:00","EUR",900,0,0,0,0,0,0,,"-","-",,,
"188710061","BENKUNSKAS, VALDAS","Tarybos narys","16030101","01","1000012","AV2016/238","2016-07-14T00:00","EUR",30.17,0,0,0,0,0,0,,"-","-",,,
"188710061","BENKUNSKAS, VALDAS","Tarybos narys","16030101","01","1000012","AV2016/142","2016-05-03T00:00","EUR",43.1,0,0,0,0,0,0,,"-","-",,,
"188710061","BENKUNSKAS, VALDAS","Tarybos narys","16030101","01","1000012","AV2017/347","2017-09-19T00:00","EUR",16,0,0,0,0,0,0,,"-","-",,,
"188710061","BENKUNSKAS, VALDAS","Tarybos narys","16010101","01","1000002","AV2017/166","2017-05-19T00:00","EUR",274.5,0,0,0,0,0,0,,"-","-",,,
"188710061","BENKUNSKAS, VALDAS","Tarybos narys","16010101","01","1000002","AV2017/544","2017-11-30T00:00","EUR",476.92,0,0,0,0,0,0,,"-","-",,,
"188710061","BENKUNSKAS, VALDAS","Tarybos narys","16030101","01","1000012","AV2019/140R","2019-06-28T00:00","EUR",512,0,0,0,0,0,0,,"-","-",,,
"188710061","BENKUNSKAS, VALDAS","Tarybos narys","16010101","01","1000002","AV24-32/19","2019-10-28T00:00","EUR",171,0,0,0,0,0,0,,"-","-",,,
"188710061","BENKUNSKAS, VALDAS","Tarybos narys","16030101","01","1000012","AV2019/151R","2019-07-29T00:00","EUR",166,0,0,0,0,0,0,,"-","-",,,
"188710061","BENKUNSKAS, VALDAS","Tarybos narys","208030101","01","1000012","A89-210/21","2021-03-31T00:00","EUR",303.4,0,0,0,0,0,0,,"-","-",,,
"188710061","BENKUNSKAS, VALDAS","Tarybos narys","208010102","01","1000002","AV1-90/47-06.2020","2020-06-30T00:00","EUR",260.19,0,0,0,0,0,0,,"-","-",,,
"188710061","BENKUNSKAS, VALDAS","Tarybos narys","208030101","01","1000012","A89-335/21","2021-06-30T00:00","EUR",286.89,0,0,0,0,0,0,,"-","-",,,
"188710061","BENKUNSKAS, VALDAS","Tarybos narys","208030101","01","1000012","A89-95/22","2022-01-31T00:00","EUR",292.2,0,0,0,0,0,0,,"-","-",,,
"188710061","BENKUNSKAS, VALDAS","Tarybos narys","208030101","01","1000012","A89-490/22","2022-04-29T00:00","EUR",469.07,0,0,0,0,0,0,,"-","-",,,
"188710061","BENKUNSKAS, VALDAS","Tarybos narys","208010102","01","1000002","A89-1120/22","2022-07-15T00:00","EUR",170,0,0,0,0,0,0,,"-","-",,,
"188710061","KUZMICKIENĖ, PAULĖ","Tarybos narys","16010101","01","1000002","AV2016/450","2016-12-30T00:00","EUR",900,0,0,0,0,0,0,,"-","-",,,
"188710061","KUZMICKIENĖ, PAULĖ","Tarybos narys","16010101","01","1000002","AV2015/486","2015-12-31T00:00","EUR",900,0,0,0,0,0,0,,"-","-",,,
"188710061","BAŠKIENĖ, RASA","Tarybos narys","208010102","01","1000002","921-32/21","2021-03-31T00:00","EUR",900,0,0,0,0,0,0,,"-","-",,,
"188710061","BAŠKIENĖ, RASA","Tarybos narys","208010102","01","1000002","921-11/22","2021-12-31T00:00","EUR",900,0,0,0,0,0,0,,"-","-",,,
"188710061","BAŠKIENĖ, RASA","Tarybos narys","16010101","01","1000002","1-1621/4-12","2014-12-04T00:00","EUR",63.54,63.54,63.54,0,0,0,0,,"-","-",,,
"188710061","SAKSON, GŽEGOŽ","Tarybos narys","16010101","01","1000002","AV2015/389","2015-09-30T00:00","EUR",892.91,0,0,0,0,0,0,,"-","-",,,
"188710061","SAKSON, GŽEGOŽ","Tarybos narys","208010102","01","1000002","921-87/21","2021-06-30T00:00","EUR",268.89,0,0,0,0,0,0,,"-","-",,,
"188710061","SAKSON, GŽEGOŽ","Tarybos narys","208010102","01","1000002","921-5/23","2022-12-30T00:00","EUR",900,0,0,0,0,0,0,,"-","-",,,
"188710061","URSUL, SERGEJ		","Tarybos narys","208010102","01","1000002","40-557/21","2021-12-13T00:00","EUR",900,0,0,0,0,0,0,,"-","-",,,
"188710061","JAGELAVIČIENĖ, NIJOLĖ","Tarybos narys","208010102","01","1000002","A89-519/21","2021-09-06T00:00","EUR",192,0,0,0,0,0,0,,"-","-",,,
"188710061","GAUDUTIENĖ, JOLANTA","Tarybos narys","16010101","01","1000002","AV1-90/6-12.2019","2019-12-31T00:00","EUR",763.19,0,0,0,0,0,0,,"-","-",,,
"188710061","GAUDUTIENĖ, JOLANTA","Tarybos narys","16010101","01","1000002","AV1-90/6-09.2019","2019-09-30T00:00","EUR",900,0,0,0,0,0,0,,"-","-",,,
"188710061","GAUDUTIENĖ, JOLANTA","Tarybos narys","208010102","01","1000002","AV1-90/7-03.2020","2020-03-31T00:00","EUR",867.53,0,0,0,0,0,0,,"-","-",,,
"188710061","GAUDUTIENĖ, JOLANTA","Tarybos narys","16010101","01","1000002","1-1621/11-11","2014-11-05T00:00","EUR",169.66,169.66,169.66,0,0,0,0,,"-","-",,,
"188710061","GAUDUTIENĖ, JOLANTA","Tarybos narys","16010101","01","1000002","1-1621/11-12","2014-12-04T00:00","EUR",289.62,289.62,289.62,0,0,0,0,,"-","-",,,
"188710061","GAUDUTIENĖ, JOLANTA","Tarybos narys","208010102","01","1000002","20211105","2021-11-05T00:00","EUR",174.19,0,0,0,0,0,0,,"-","-",,,
"188710061","CICĖNAS, BRONIUS","Tarybos narys","16010101","01","1000002","AV2017/367","2017-09-29T00:00","EUR",900,0,0,0,0,0,0,,"-","-",,,
"188710061","CICĖNAS, BRONIUS","Tarybos narys","16010101","01","1000002","AV1-90/30-09.2018","2018-09-30T00:00","EUR",900,0,0,0,0,0,0,,"-","-",,,
"188710061","MONKEVIČIUS, MIROSLAVAS","Tarybos narys","16010101","01","1000002","AV2016/214","2016-06-30T00:00","EUR",859.43,0,0,0,0,0,0,,"-","-",,,
"188710061","MONKEVIČIUS, MIROSLAVAS","Tarybos narys","16010101","01","1000002","AV2017/101","2017-03-31T00:00","EUR",471.84,0,0,0,0,0,0,,"-","-",,,
"188710061","STORPIRŠTIS, GEDIMINAS","Tarybos narys","16010101","01","1000002","AV2016/96","2016-03-31T00:00","EUR",330.02,0,0,0,0,0,0,,"-","-",,,
"188710061","STORPIRŠTIS, GEDIMINAS","Tarybos narys","16010101","01","1000002","AV2016/225","2016-06-30T00:00","EUR",900,0,0,0,0,0,0,,"-","-",,,
"188710061","STORPIRŠTIS, GEDIMINAS","Tarybos narys","16010101","01","1000002","AV1-90/37-04.2019","2019-04-23T00:00","EUR",230,0,0,0,0,0,0,,"-","-",,,
"188710061","STORPIRŠTIS, GEDIMINAS","Tarybos narys","16010101","01","1000002","AV1-90/37-12.2018","2018-12-31T00:00","EUR",900,0,0,0,0,0,0,,"-","-",,,
"188710061","SKUČAS, ŠARŪNAS","Tarybos narys","16010101","01","1000002","AV2016/458","2016-12-30T00:00","EUR",900,0,0,0,0,0,0,,"-","-",,,
