"SASKAITOS_METAI","KREDITORIUS","KREDITORIAUS_NR","SUTARTIES_NR","SASKAITOS_DATA","SASKAITOS_NR","DK_DATA","TERMS_DATE","TREMINAS","VALIUTA","INVOICE_TYPE_LOOKUP_CODE","FIN_SALTINIS","PRIEMONE","SAMATA","EKON_KLAS","ASIGNAV_VALDYTOJAS","ASIGN_VALD_APRASAS","EILUTES_SUMA","APMOKETA_SUMA","SKOLOS_SUMA","SKOLOS_SUMA_ES","DEPARTAMENTAS"
"2022","VAATC, UAB","181705485",,"2022-12-31T00:00","ATC011490","2022-12-31T00:00","2022-12-31T00:00","Nedelsiant","EUR","STANDARD","70","207040102","2000224","2.8.1.1.1.2.","188710061","Savivaldybės administracija",39881.94,0,39881.94,,"Administracija EUR"
"2022","Vilniaus miesto savivaldybės administracija","188710061",,"2022-12-31T00:00","Atliekų rinkliava 2022-12-31 likučiai","2022-12-31T00:00","2022-12-31T00:00","Nedelsiant","EUR","STANDARD","35","0000000000","0000000","2.8.1.1.1.2.","188708377","Finansų departamentas",105362.04,0,105362.04,,"Administracija EUR"
"2022","Baltisches Haus, UAB","111543781",,"2022-12-31T00:00","BHK_0096432","2022-12-31T00:00","2022-12-31T00:00","Nedelsiant","EUR","STANDARD","20","202020501","6000610","2.2.1.1.1.20.3.","188710061","Savivaldybės administracija",3.19,0,3.19,,"BĮ Vilniaus miesto socialinės paramos centras EUR"
"2022","Baltisches Haus, UAB","111543781",,"2022-12-31T00:00","BHK_0096432","2022-12-31T00:00","2022-12-31T00:00","Nedelsiant","EUR","STANDARD","20","202020501","6000610","2.2.1.1.1.20.2.","188710061","Savivaldybės administracija",36.45,0,36.45,,"BĮ Vilniaus miesto socialinės paramos centras EUR"
"2022","Baltisches Haus, UAB","111543781",,"2022-12-31T00:00","BHK_0096432","2022-12-31T00:00","2022-12-31T00:00","Nedelsiant","EUR","STANDARD","20","202020501","6000610","2.2.1.1.1.20.1.","188710061","Savivaldybės administracija",121.44,0,121.44,,"BĮ Vilniaus miesto socialinės paramos centras EUR"
"2022","Baltisches Haus, UAB","111543781",,"2022-12-31T00:00","BHK_0096432","2022-12-31T00:00","2022-12-31T00:00","Nedelsiant","EUR","STANDARD","20","202020501","6000610","2.2.1.1.1.30.K.","188710061","Savivaldybės administracija",110.74,0,110.74,,"BĮ Vilniaus miesto socialinės paramos centras EUR"
"2022","Biudžetinė įstaiga „Skaitlis“","300035837",,"2022-12-31T00:00","BIBA 2022-12","2022-12-31T00:00","2022-12-31T00:00","30 dienų","EUR","STANDARD","0000","202020102","PVJPGL0","2.2.1.1.1.1.","0000000","Nedetalizuojama",219.56,0,219.56,,"BĮ Vilniaus miesto vaikų ir jaunimo pensionas EUR"
"2022","Biudžetinė įstaiga „Skaitlis“","300035837",,"2022-12-31T00:00","BIBA 2022-12_1","2022-12-31T00:00","2022-12-31T00:00","30 dienų","EUR","STANDARD","20","202020501","6000560","2.2.1.1.1.1.","188710061","Savivaldybės administracija",53.7,0,53.7,,"BĮ Vilniaus miesto vaikų ir jaunimo pensionas EUR"
"2022","Biudžetinė įstaiga „Skaitlis“","300035837",,"2022-12-31T00:00","BIBA 2022-12_2","2022-12-31T00:00","2022-12-31T00:00","30 dienų","EUR","STANDARD","0000","202020102","PVJPGL0","2.2.1.1.1.1.","0000000","Nedetalizuojama",28.64,0,28.64,,"BĮ Vilniaus miesto vaikų ir jaunimo pensionas EUR"
"2022","Bolt Operations OU","9001527597",,"2022-12-31T00:00","BIS4008502","2022-12-31T00:00","2022-12-31T00:00","Nedelsiant","EUR","STANDARD","2M21","203010302","6000797","2.2.1.1.1.6.","188710061","Savivaldybės administracija",1135.52,1079.28,56.24,,"Vilniaus miesto savivaldybės visuomenės sveikatos biuras EUR"
"2022","Baltijos liftai, UAB","302496587","A64-391/20","2022-12-31T00:00","BL222812","2022-12-31T00:00","2022-12-31T00:00","20 dienų","EUR","STANDARD","01","205010101","3000650","2.2.1.1.1.12.","188710061","Savivaldybės administracija",525.21,0,525.21,,"Administracija EUR"
"2022","Baltijos liftai, UAB","302496587","A64-391/20","2022-12-31T00:00","BL222812","2022-12-31T00:00","2022-12-31T00:00","20 dienų","EUR","STANDARD","01","205010101","3000650","2.2.1.1.1.12.","188710061","Savivaldybės administracija",2501,0,2501,,"Administracija EUR"
"2022","BSS grupė UAB","302307442","A62-250/22","2022-12-31T00:00","BSS046488","2022-12-31T00:00","2022-12-31T00:00","30 dienų","EUR","STANDARD","61","207060103","3000664","2.2.1.1.1.12.","188710061","Savivaldybės administracija",584.81,0,584.81,,"Administracija EUR"
"2022","BSS grupė UAB","302307442","A62-250/22","2022-12-31T00:00","BSS046488","2022-12-31T00:00","2022-12-31T00:00","30 dienų","EUR","STANDARD","61","207060103","3000664","2.2.1.1.1.12.","188710061","Savivaldybės administracija",2784.82,0,2784.82,,"Administracija EUR"
"2022","BSS grupė UAB","302307442","A62-249/22","2022-12-31T00:00","BSS046489","2022-12-31T00:00","2022-12-31T00:00","30 dienų","EUR","STANDARD","61","207060103","3000664","2.2.1.1.1.12.","188710061","Savivaldybės administracija",9211.67,0,9211.67,,"Administracija EUR"
"2022","BSS grupė UAB","302307442","A62-249/22","2022-12-31T00:00","BSS046489","2022-12-31T00:00","2022-12-31T00:00","30 dienų","EUR","STANDARD","61","207060103","3000664","2.2.1.1.1.12.","188710061","Savivaldybės administracija",1934.46,0,1934.46,,"Administracija EUR"
"2022","BSS grupė UAB","302307442","A62-248/22","2022-12-31T00:00","BSS046490","2022-12-31T00:00","2022-12-31T00:00","30 dienų","EUR","STANDARD","61","207060103","3000664","2.2.1.1.1.12.","188710061","Savivaldybės administracija",3294.91,0,3294.91,,"Administracija EUR"
"2022","BSS grupė UAB","302307442","A62-248/22","2022-12-31T00:00","BSS046490","2022-12-31T00:00","2022-12-31T00:00","30 dienų","EUR","STANDARD","61","207060103","3000664","2.2.1.1.1.12.","188710061","Savivaldybės administracija",691.92,0,691.92,,"Administracija EUR"
"2022","BSS grupė UAB","302307442","A62-376/22","2022-12-31T00:00","BSS046491","2022-12-31T00:00","2022-12-31T00:00","30 dienų","EUR","STANDARD","61","207060103","3000664","2.2.1.1.1.12.","188710061","Savivaldybės administracija",590,0,590,,"Administracija EUR"
"2022","BSS grupė UAB","302307442","A62-376/22","2022-12-31T00:00","BSS046491","2022-12-31T00:00","2022-12-31T00:00","30 dienų","EUR","STANDARD","61","207060103","3000664","2.2.1.1.1.12.","188710061","Savivaldybės administracija",123.9,0,123.9,,"Administracija EUR"
"2022","Šilėja, UAB","121462961",,"2022-12-31T00:00","BUT0036148","2022-12-31T00:00","2022-12-31T00:00","30 dienų","EUR","STANDARD","01","208010102","1000119","2.2.1.1.1.20.3.","188710061","Vilniaus miesto savivaldybės administracija",2.21,0,2.21,,"Administracija EUR"
"2022","Šilėja, UAB","121462961",,"2022-12-31T00:00","BUT0036148","2022-12-31T00:00","2022-12-31T00:00","30 dienų","EUR","STANDARD","01","208010102","1000119","2.2.1.1.1.20.3.","188710061","Vilniaus miesto savivaldybės administracija",0.46,0,0.46,,"Administracija EUR"
"2022","Šilėja, UAB","121462961",,"2022-12-31T00:00","BUT0036148/1","2022-12-31T00:00","2022-12-31T00:00","30 dienų","EUR","STANDARD","01","208010102","1000119","2.2.1.1.1.30.K.","188710061","Vilniaus miesto savivaldybės administracija",69.33,0,69.33,,"Administracija EUR"
"2022","Šilėja, UAB","121462961",,"2022-12-31T00:00","BUT0036148/1","2022-12-31T00:00","2022-12-31T00:00","30 dienų","EUR","STANDARD","01","208010102","1000119","2.2.1.1.1.30.K.","188710061","Vilniaus miesto savivaldybės administracija",14.56,0,14.56,,"Administracija EUR"
"2022","Šilėja, UAB","121462961",,"2022-12-31T00:00","BUT0036148/2","2022-12-31T00:00","2022-12-31T00:00","30 dienų","EUR","STANDARD","01","208010102","1000119","2.2.1.1.1.20.2.","188710061","Vilniaus miesto savivaldybės administracija",252.71,70.88,181.83,,"Administracija EUR"
"2022","Šilėja, UAB","121462961",,"2022-12-31T00:00","BUT0036148/2","2022-12-31T00:00","2022-12-31T00:00","30 dienų","EUR","STANDARD","01","208010102","1000119","2.2.1.1.1.20.2.","188710061","Vilniaus miesto savivaldybės administracija",53.07,14.89,38.18,,"Administracija EUR"
"2022","Šilėja, UAB","121462961",,"2022-12-31T00:00","BUT0036148/3","2022-12-31T00:00","2022-12-31T00:00","30 dienų","EUR","STANDARD","01","208010102","1000119","2.2.1.1.1.20.1.","188710061","Vilniaus miesto savivaldybės administracija",278.16,0,278.16,,"Administracija EUR"
"2022","Šilėja, UAB","121462961",,"2022-12-31T00:00","BUT0036148/3","2022-12-31T00:00","2022-12-31T00:00","30 dienų","EUR","STANDARD","01","208010102","1000119","2.2.1.1.1.20.1.","188710061","Vilniaus miesto savivaldybės administracija",58.42,0,58.42,,"Administracija EUR"
"2022","Cramo, UAB","300031995",,"2022-12-31T00:00","CRA77485826","2022-12-31T00:00","2022-12-31T00:00","Nedelsiant","EUR","STANDARD","01","201040101","4000360","2.2.1.1.1.14.","188710061","Savivaldybės administracija",1140,0,1140,,"Administracija EUR"
"2022","Cramo, UAB","300031995",,"2022-12-31T00:00","CRA77485826","2022-12-31T00:00","2022-12-31T00:00","Nedelsiant","EUR","STANDARD","01","201040101","4000360","2.2.1.1.1.14.","188710061","Savivaldybės administracija",239.4,0,239.4,,"Administracija EUR"
"2022","CSC Telecom, UAB","111818067",,"2022-12-31T00:00","CSC 221210678","2022-12-31T00:00","2022-12-31T00:00","Nedelsiant","EUR","STANDARD","20","202020501","6000610","2.2.1.1.1.5.","188710061","Savivaldybės administracija",33.54,0,33.54,,"BĮ Vilniaus miesto socialinės paramos centras EUR"
"2022","CSC Telecom, UAB","111818067",,"2022-12-31T00:00","CSC22120674","2022-12-31T00:00","2022-12-31T00:00","90 dienų","EUR","STANDARD","01","208070201","1500021","2.2.1.1.1.5.","188710061","Savivaldybės administracija",216,0,216,,"Administracija EUR"
"2022","CSC Telecom, UAB","111818067",,"2022-12-31T00:00","CSC22120674","2022-12-31T00:00","2022-12-31T00:00","90 dienų","EUR","STANDARD","01","208070201","1500021","2.2.1.1.1.5.","188710061","Savivaldybės administracija",45.36,0,45.36,,"Administracija EUR"
"2022","CSC Telecom, UAB","111818067",,"2022-12-31T00:00","CSC22120675","2022-12-31T00:00","2022-12-31T00:00","90 dienų","EUR","STANDARD","01","208070201","1500021","2.2.1.1.1.5.","188710061","Savivaldybės administracija",443.39,0,443.39,,"Administracija EUR"
"2022","CSC Telecom, UAB","111818067",,"2022-12-31T00:00","CSC22120675","2022-12-31T00:00","2022-12-31T00:00","90 dienų","EUR","STANDARD","01","208070201","1500021","2.2.1.1.1.5.","188710061","Savivaldybės administracija",93.11,0,93.11,,"Administracija EUR"
"2022","CSC Telecom, UAB","111818067",,"2022-12-31T00:00","CSC22120676","2022-12-31T00:00","2022-12-31T00:00","90 dienų","EUR","STANDARD","01","208070201","1500021","2.2.1.1.1.5.","188710061","Savivaldybės administracija",24.15,0,24.15,,"Administracija EUR"
"2022","CSC Telecom, UAB","111818067",,"2022-12-31T00:00","CSC22120676","2022-12-31T00:00","2022-12-31T00:00","90 dienų","EUR","STANDARD","01","208070201","1500021","2.2.1.1.1.5.","188710061","Savivaldybės administracija",115,0,115,,"Administracija EUR"
"2022","CSC Telecom, UAB","111818067",,"2022-12-31T00:00","CSC22120677","2022-12-31T00:00","2022-12-31T00:00","90 dienų","EUR","STANDARD","01","208020103","1000078","2.2.1.1.1.21.","188710061","Vilniaus miesto savivaldybės administracija",192.38,0,192.38,,"Administracija EUR"
"2022","CSC Telecom, UAB","111818067",,"2022-12-31T00:00","CSC22120677","2022-12-31T00:00","2022-12-31T00:00","90 dienų","EUR","STANDARD","01","208020103","1000078","2.2.1.1.1.21.","188710061","Vilniaus miesto savivaldybės administracija",40.4,0,40.4,,"Administracija EUR"
"2022","Dallis, UAB","302626080",,"2022-12-31T00:00","DAL 000038251","2022-12-31T00:00","2022-12-31T00:00","20 dienų","EUR","STANDARD","20","202020501","6000560","2.2.1.1.1.6.","188710061","Savivaldybės administracija",357.87,0,357.87,,"BĮ Vilniaus miesto vaikų ir jaunimo pensionas EUR"
"2022","VšĮ Druskininkų globos ir slaugos namai","304514379",,"2022-12-31T00:00","DR0050","2022-12-31T00:00","2022-12-31T00:00","20 dienų","EUR","STANDARD","0266","202030101","6000060","2.8.1.1.1.2.","188710061","Savivaldybės administracija",2696.6,0,2696.6,,"Administracija EUR"
"2022","VšĮ Druskininkų globos ir slaugos namai","304514379",,"2022-12-31T00:00","DR0050/1","2022-12-31T00:00","2022-12-31T00:00","20 dienų","EUR","STANDARD","01","202030101","6000670","2.8.1.1.1.2.","188710061","Savivaldybės administracija",2883.13,0,2883.13,,"Administracija EUR"
"2022","ESO, AB (Energijos skirstymo operatorius, AB)","304151376",,"2022-12-31T00:00","EASS 09401811/","2022-12-31T00:00","2022-12-31T00:00","Nedelsiant","EUR","STANDARD","20","202020501","6000570","2.2.1.1.1.20.2.","188710061","Savivaldybės administracija",3561.99,0,3561.99,,"BĮ Valakampių socialinių paslaugų namai EUR"
"2022","ESO, AB (Energijos skirstymo operatorius, AB)","304151376",,"2022-12-31T00:00","EASS 09402695","2022-12-31T00:00","2022-12-31T00:00","30 dienų","EUR","STANDARD","20","202020501","6000560","2.2.1.1.1.20.2.","188710061","Savivaldybės administracija",796.17,0,796.17,,"BĮ Vilniaus miesto vaikų ir jaunimo pensionas EUR"
"2022","ESO, AB (Energijos skirstymo operatorius, AB)","304151376",,"2022-12-31T00:00","EASS 09411198","2022-12-31T00:00","2022-12-31T00:00","30 dienų","EUR","STANDARD","01","201010102","4000153","2.2.1.1.1.20.2.","0000000","Nedetalizuojama",153.55,0,153.55,,"Vilniaus suaugusiųjų mokymo centras EUR"
"2022","ESO, AB (Energijos skirstymo operatorius, AB)","304151376",,"2022-12-31T00:00","EASS 09411198","2022-12-31T00:00","2022-12-31T00:00","Nedelsiant","EUR","STANDARD","01","201010102","4000151","2.2.1.1.1.20.2.","188710061","Savivaldybės administracija",1144.9,830.04,314.86,,"Vilniaus Atgajos specialioji mokykla EUR"
"2022","ESO, AB (Energijos skirstymo operatorius, AB)","304151376",,"2022-12-31T00:00","EASS 09413222","2022-12-31T00:00","2022-12-31T00:00","Nedelsiant","EUR","STANDARD","20","202020501","6000570","2.2.1.1.1.20.2.","188710061","Savivaldybės administracija",211.32,0,211.32,,"BĮ Valakampių socialinių paslaugų namai EUR"
"2022","ESO, AB (Energijos skirstymo operatorius, AB)","304151376",,"2022-12-31T00:00","EASS Nr. 09415176","2022-12-31T00:00","2022-12-31T00:00","Nedelsiant","EUR","STANDARD","20","202020501","6000610","2.2.1.1.1.20.2.","188710061","Savivaldybės administracija",278.76,0,278.76,,"BĮ Vilniaus miesto socialinės paramos centras EUR"
"2022","ESO, AB (Energijos skirstymo operatorius, AB)","304151376","A65-1","2022-12-31T00:00","EASS09401678","2022-12-31T00:00","2022-12-31T00:00","15 dienų","EUR","STANDARD","01","208010102","1000118","2.2.1.1.1.20.2.","188710061","Vilniaus miesto savivaldybės administracija",1441.91,0,1441.91,,"Administracija EUR"
"2022","ESO, AB (Energijos skirstymo operatorius, AB)","304151376","A65-1","2022-12-31T00:00","EASS09401678","2022-12-31T00:00","2022-12-31T00:00","15 dienų","EUR","STANDARD","01","208010102","1000118","2.2.1.1.1.20.2.","188710061","Vilniaus miesto savivaldybės administracija",6866.25,0,6866.25,,"Administracija EUR"
"2022","ESO, AB (Energijos skirstymo operatorius, AB)","304151376",,"2022-12-31T00:00","EASS09403173","2022-12-31T00:00","2022-12-31T00:00","Nedelsiant","EUR","STANDARD","0233","208020103","1000049","2.2.1.1.1.20.2.","188710061","Vilniaus miesto savivaldybės administracija",10.88,0,10.88,,"Administracija EUR"
"2022","ESO, AB (Energijos skirstymo operatorius, AB)","304151376",,"2022-12-31T00:00","EASS09403173","2022-12-31T00:00","2022-12-31T00:00","Nedelsiant","EUR","STANDARD","0233","208020103","1000049","2.2.1.1.1.20.2.","188710061","Vilniaus miesto savivaldybės administracija",2.28,0,2.28,,"Administracija EUR"
"2022","ESO, AB (Energijos skirstymo operatorius, AB)","304151376",,"2022-12-31T00:00","EASS09403173/1","2022-12-31T00:00","2022-12-31T00:00","Nedelsiant","EUR","STANDARD","11","208020103","1000050","2.2.1.1.1.20.2.","188710061","Vilniaus miesto savivaldybės administracija",106.49,0,106.49,,"Administracija EUR"
"2022","ESO, AB (Energijos skirstymo operatorius, AB)","304151376",,"2022-12-31T00:00","EASS09403173/1","2022-12-31T00:00","2022-12-31T00:00","Nedelsiant","EUR","STANDARD","11","208020103","1000050","2.2.1.1.1.20.2.","188710061","Vilniaus miesto savivaldybės administracija",22.37,0,22.37,,"Administracija EUR"
"2022","ESO, AB (Energijos skirstymo operatorius, AB)","304151376",,"2022-12-31T00:00","EASS09403173/2","2022-12-31T00:00","2022-12-31T00:00","Nedelsiant","EUR","STANDARD","11","208020103","1000051","2.2.1.1.1.20.2.","188710061","Vilniaus miesto savivaldybės administracija",139.9,0,139.9,,"Administracija EUR"
"2022","ESO, AB (Energijos skirstymo operatorius, AB)","304151376",,"2022-12-31T00:00","EASS09403173/2","2022-12-31T00:00","2022-12-31T00:00","Nedelsiant","EUR","STANDARD","11","208020103","1000051","2.2.1.1.1.20.2.","188710061","Vilniaus miesto savivaldybės administracija",29.38,0,29.38,,"Administracija EUR"
"2022","ESO, AB (Energijos skirstymo operatorius, AB)","304151376",,"2022-12-31T00:00","EASS09403173/3","2022-12-31T00:00","2022-12-31T00:00","Nedelsiant","EUR","STANDARD","01","208020103","1000078","2.2.1.1.1.20.2.","188710061","Vilniaus miesto savivaldybės administracija",80.37,0,80.37,,"Administracija EUR"
"2022","ESO, AB (Energijos skirstymo operatorius, AB)","304151376",,"2022-12-31T00:00","EASS09403173/3","2022-12-31T00:00","2022-12-31T00:00","Nedelsiant","EUR","STANDARD","01","208020103","1000078","2.2.1.1.1.20.2.","188710061","Vilniaus miesto savivaldybės administracija",382.71,0,382.71,,"Administracija EUR"
"2022","ESO, AB (Energijos skirstymo operatorius, AB)","304151376",,"2022-12-31T00:00","EASS09403173/4","2022-12-31T00:00","2022-12-31T00:00","Nedelsiant","EUR","STANDARD","01","208010102","1000118","2.2.1.1.1.20.2.","188710061","Vilniaus miesto savivaldybės administracija",6.98,0,6.98,,"Administracija EUR"
"2022","ESO, AB (Energijos skirstymo operatorius, AB)","304151376",,"2022-12-31T00:00","EASS09403173/4","2022-12-31T00:00","2022-12-31T00:00","Nedelsiant","EUR","STANDARD","01","208010102","1000118","2.2.1.1.1.20.2.","188710061","Vilniaus miesto savivaldybės administracija",33.27,0,33.27,,"Administracija EUR"
"2022","ESO, AB (Energijos skirstymo operatorius, AB)","304151376",,"2022-12-31T00:00","EASS09403173/5","2022-12-31T00:00","2022-12-31T00:00","Nedelsiant","EUR","STANDARD","2M01","208020101","1000004","2.2.1.1.1.20.2.","188710061","Vilniaus miesto savivaldybės administracija",67.43,0,67.43,,"Administracija EUR"
"2022","ESO, AB (Energijos skirstymo operatorius, AB)","304151376",,"2022-12-31T00:00","EASS09403173/5","2022-12-31T00:00","2022-12-31T00:00","Nedelsiant","EUR","STANDARD","2M01","208020101","1000004","2.2.1.1.1.20.2.","188710061","Vilniaus miesto savivaldybės administracija",321.09,0,321.09,,"Administracija EUR"
"2022","ESO klientas","001059",,"2022-12-31T00:00","EASS09411198","2022-12-31T00:00","2022-12-31T00:00","Nedelsiant","EUR","STANDARD","01","201030105","4000115","2.2.1.1.1.20.2.","188710061","Savivaldybės administracija",445.3,0,445.3,,"Vilniaus „Vyturio“ pradinė mokykla EUR"
"2022","ESO, AB (Energijos skirstymo operatorius, AB)","304151376",,"2022-12-31T00:00","EASS09411198","2022-12-31T00:00","2022-12-31T00:00","Nedelsiant","EUR","STANDARD","01","201010102","4000151","2.2.1.1.1.20.2.","188710061","Savivaldybės administracija",1039.06,380.13,658.93,,"Vilniaus Naujininkų mokykla EUR"
"2022","ESO klientas","001059",,"2022-12-31T00:00","EASS09411198","2022-12-31T00:00","2022-12-31T00:00","Nedelsiant","EUR","STANDARD","01","201010102","4000153","2.2.1.1.1.20.2.","188710061","Savivaldybės administracija",683.46,0,683.46,,"Vilniaus Karoliniškių gimnazija EUR"
"2022","ESO, AB (Energijos skirstymo operatorius, AB)","304151376",,"2022-12-31T00:00","EASS09411198","2022-12-31T00:00","2022-12-31T00:00","15 dienų","EUR","STANDARD","01","201030102","4000011","2.2.1.1.1.20.2.","188710061","Savivaldybės administracija",167.62,0,167.62,,"Vilniaus lopšelis-darželis ""Jovarėlis"" EUR"
"2022","ESO, AB (Energijos skirstymo operatorius, AB)","304151376",,"2022-12-31T00:00","EASS09411198","2022-12-31T00:00","2022-12-31T00:00","30 dienų","EUR","STANDARD","01","201030102","4000011","2.2.1.1.1.20.2.","188710061","Savivaldybės administracija",133.64,0,133.64,,"Vilniaus lopšelis-darželis Varpelis EUR"
"2022","ESO, AB (Energijos skirstymo operatorius, AB)","304151376",,"2022-12-31T00:00","EASS09416861","2022-12-31T00:00","2022-12-31T00:00","Nedelsiant","EUR","STANDARD","2M06","208020105","1000009","2.2.1.1.1.20.2.","188710061","Vilniaus miesto savivaldybės administracija",165.64,0,165.64,,"Administracija EUR"
"2022","ESO, AB (Energijos skirstymo operatorius, AB)","304151376",,"2022-12-31T00:00","EASS09416861","2022-12-31T00:00","2022-12-31T00:00","Nedelsiant","EUR","STANDARD","2M06","208020105","1000009","2.2.1.1.1.20.2.","188710061","Vilniaus miesto savivaldybės administracija",34.78,0,34.78,,"Administracija EUR"
"2022","ESO, AB (Energijos skirstymo operatorius, AB)","304151376",,"2022-12-31T00:00","EASS09416861 EIS","2022-12-31T00:00","2022-12-31T00:00","30 dienų","EUR","STANDARD","01","20503010502","3001811","2.2.1.1.1.12.","188710061","Savivaldybės administracija",645.06,0,645.06,,"Administracija EUR"
"2022","ESO, AB (Energijos skirstymo operatorius, AB)","304151376",,"2022-12-31T00:00","EASS09416861 EIS","2022-12-31T00:00","2022-12-31T00:00","30 dienų","EUR","STANDARD","01","20503010502","3001811","2.2.1.1.1.12.","188710061","Savivaldybės administracija",135.46,0,135.46,,"Administracija EUR"
"2022","ESO, AB (Energijos skirstymo operatorius, AB)","304151376",,"2022-12-31T00:00","EASS09416861 EIS1","2022-12-31T00:00","2022-12-31T00:00","Nedelsiant","EUR","STANDARD","13","20503012401","3001837","2.2.1.1.1.12.","188710061","Savivaldybės administracija",94.7,0,94.7,,"Administracija EUR"
"2022","ESO, AB (Energijos skirstymo operatorius, AB)","304151376",,"2022-12-31T00:00","EASS09416861 EIS1","2022-12-31T00:00","2022-12-31T00:00","Nedelsiant","EUR","STANDARD","13","20503012401","3001837","2.2.1.1.1.12.","188710061","Savivaldybės administracija",450.89,0,450.89,,"Administracija EUR"
"2022","ESO, AB (Energijos skirstymo operatorius, AB)","304151376",,"2022-12-31T00:00","EASS10658135","2022-12-31T00:00","2022-12-31T00:00","Nedelsiant","EUR","STANDARD","01","207070101","2000013","2.2.1.1.1.12.","188710061","Savivaldybės administracija",126.35,5.12,121.23,,"Administracija EUR"
"2022","ESO, AB (Energijos skirstymo operatorius, AB)","304151376",,"2022-12-31T00:00","EASS10658135","2022-12-31T00:00","2022-12-31T00:00","Nedelsiant","EUR","STANDARD","01","207070101","2000013","2.2.1.1.1.12.","188710061","Savivaldybės administracija",601.65,24.4,577.25,,"Administracija EUR"
"2022","ESO, AB (Energijos skirstymo operatorius, AB)","304151376",,"2022-12-31T00:00","EASS10658135 SP","2022-12-31T00:00","2022-12-31T00:00","Nedelsiant","EUR","STANDARD","01","203030101","4000480","2.8.1.1.1.2.","188710061","Savivaldybės administracija",280.73,9.98,270.75,,"Administracija EUR"
"2022","ESO, AB (Energijos skirstymo operatorius, AB)","304151376",,"2022-12-31T00:00","EASS10658135 SP","2022-12-31T00:00","2022-12-31T00:00","Nedelsiant","EUR","STANDARD","01","203030101","4000480","2.8.1.1.1.2.","188710061","Savivaldybės administracija",58.95,2.1,56.85,,"Administracija EUR"
"2022","ESO, AB (Energijos skirstymo operatorius, AB)","304151376",,"2022-12-31T00:00","EASS10661697","2022-12-31T00:00","2022-12-31T00:00","Nedelsiant","EUR","STANDARD","01","208040102","8000012","2.2.1.1.1.30.K.","188710061","Savivaldybės administracija",637.19,0,637.19,,"Administracija EUR"
"2022","ESO, AB (Energijos skirstymo operatorius, AB)","304151376",,"2022-12-31T00:00","EASS10661697","2022-12-31T00:00","2022-12-31T00:00","Nedelsiant","EUR","STANDARD","01","208040102","8000012","2.2.1.1.1.30.K.","188710061","Savivaldybės administracija",133.81,0,133.81,,"Administracija EUR"
"2022","ESO, AB (Energijos skirstymo operatorius, AB)","304151376",,"2022-12-31T00:00","EASS10664481/D","2022-12-31T00:00","2022-12-31T00:00","Nedelsiant","EUR","STANDARD","01","207060103","3000690","2.2.1.1.1.12.","188710061","Savivaldybės administracija",0.08,0,0.08,,"Administracija EUR"
"2022","ESO, AB (Energijos skirstymo operatorius, AB)","304151376",,"2022-12-31T00:00","EASS10664481/INF1","2022-12-31T00:00","2022-12-31T00:00","Nedelsiant","EUR","STANDARD","01","207060103","3000690","2.2.1.1.1.12.","188710061","Savivaldybės administracija",452.09,2.27,449.82,,"Administracija EUR"
"2022","ESO, AB (Energijos skirstymo operatorius, AB)","304151376",,"2022-12-31T00:00","EASS10664481/INF1","2022-12-31T00:00","2022-12-31T00:00","Nedelsiant","EUR","STANDARD","01","207060103","3000690","2.2.1.1.1.12.","188710061","Savivaldybės administracija",94.96,0.48,94.48,,"Administracija EUR"
"2022","ESO, AB (Energijos skirstymo operatorius, AB)","304151376",,"2022-12-31T00:00","EASS10664481/INF2","2022-12-31T00:00","2022-12-31T00:00","Nedelsiant","EUR","STANDARD","01","207060104","3000720","2.2.1.1.1.12.","188710061","Savivaldybės administracija",29.06,0.95,28.11,,"Administracija EUR"
"2022","ESO, AB (Energijos skirstymo operatorius, AB)","304151376",,"2022-12-31T00:00","EASS10664481/INF2","2022-12-31T00:00","2022-12-31T00:00","Nedelsiant","EUR","STANDARD","01","207060104","3000720","2.2.1.1.1.12.","188710061","Savivaldybės administracija",138.43,4.55,133.88,,"Administracija EUR"
"2022","ESO, AB (Energijos skirstymo operatorius, AB)","304151376","A65-1","2022-12-31T00:00","EASS10667371","2022-12-31T00:00","2022-12-31T00:00","Nedelsiant","EUR","STANDARD","01","208040102","8000012","2.2.1.1.1.30.K.","188710061","Savivaldybės administracija",2824.51,144.06,2680.45,,"Administracija EUR"
"2022","ESO, AB (Energijos skirstymo operatorius, AB)","304151376","A65-1","2022-12-31T00:00","EASS10667371","2022-12-31T00:00","2022-12-31T00:00","Nedelsiant","EUR","STANDARD","01","208040102","8000012","2.2.1.1.1.30.K.","188710061","Savivaldybės administracija",593.15,30.25,562.9,,"Administracija EUR"
"2022","Ekskomisarų biuras, UAB","122755433",,"2022-12-31T00:00","EBV20350622","2022-12-31T00:00","2022-12-31T00:00","Nedelsiant","EUR","STANDARD","2M21","203010302","6000797","2.2.1.1.1.30.K.","188710061","Savivaldybės administracija",27.19,0,27.19,,"Vilniaus miesto savivaldybės visuomenės sveikatos biuras EUR"
"2022","UAB ""EGTO Energija""","305563991","A62-488/22","2022-12-31T00:00","EG0052199","2022-12-31T00:00","2022-12-31T00:00","Nedelsiant","EUR","STANDARD","01","208040102","8000012","2.2.1.1.1.30.K.","188710061","Savivaldybės administracija",5640.38,307.99,5332.39,,"Administracija EUR"
