"SASKAITOS_METAI","KREDITORIUS","KREDITORIAUS_NR","SUTARTIES_NR","SASKAITOS_DATA","SASKAITOS_NR","DK_DATA","TERMS_DATE","TREMINAS","VALIUTA","INVOICE_TYPE_LOOKUP_CODE","FIN_SALTINIS","PRIEMONE","SAMATA","EKON_KLAS","ASIGNAV_VALDYTOJAS","ASIGN_VALD_APRASAS","EILUTES_SUMA","APMOKETA_SUMA","SKOLOS_SUMA","SKOLOS_SUMA_ES","DEPARTAMENTAS"
"2021","Telia Lietuva, AB","121215434",,"2021-06-30T00:00","ARB1528220104","2021-06-30T00:00","2021-06-30T00:00","30 dienų","EUR","STANDARD","2M22","203010302","6000798","2.2.1.1.1.5.","188710061","Savivaldybės administracija",114.07,0,114.07,,"ZZZ_Vilniaus miesto savivaldybės visuomenės sveikatos biuras EUR"
"2021","Telia Lietuva, AB","121215434",,"2021-06-30T00:00","ARB1528220104","2021-06-30T00:00","2021-06-30T00:00","30 dienų","EUR","STANDARD","VR07","203010302","VR10107","2.2.1.1.1.5.","188710061","Savivaldybės administracija",48.88,0,48.88,,"ZZZ_Vilniaus miesto savivaldybės visuomenės sveikatos biuras EUR"
"2021","Saugos tarnyba ""Argus"", UAB","141237452",,"2021-06-30T00:00","ARG01313925","2021-06-30T00:00","2021-06-30T00:00","90 dienų","EUR","STANDARD","2M21","203010302","6000797","2.2.1.1.1.30.K.","188710061","Savivaldybės administracija",45.98,0,45.98,,"ZZZ_Vilniaus miesto savivaldybės visuomenės sveikatos biuras EUR"
"2021","VšĮ Arvydo švietimo ir mokymo centras","225296420",,"2021-06-30T00:00","ARV0010827","2021-06-30T00:00","2021-06-30T00:00","Nedelsiant","EUR","STANDARD","VR63","203010302","VR630_1","2.2.1.1.1.30.K.","188710061","Savivaldybės administracija",658,0,658,,"ZZZ_Vilniaus miesto savivaldybės visuomenės sveikatos biuras EUR"
"2021","Bolt Operations OU","9001527597",,"2021-06-30T00:00","BIS1383362","2021-06-30T00:00","2021-06-30T00:00","Nedelsiant","EUR","STANDARD","2M22","203010302","6000798","2.2.1.1.1.6.","188710061","Savivaldybės administracija",299.19,0,299.19,,"ZZZ_Vilniaus miesto savivaldybės visuomenės sveikatos biuras EUR"
"2021","Bolt Operations OU","9001527597",,"2021-06-30T00:00","BIS1383362","2021-06-30T00:00","2021-06-30T00:00","Nedelsiant","EUR","STANDARD","VR07","203010302","VR10107","2.2.1.1.1.6.","188710061","Savivaldybės administracija",172.04,0,172.04,,"ZZZ_Vilniaus miesto savivaldybės visuomenės sveikatos biuras EUR"
"2021","Bolt Operations OU","9001527597",,"2021-06-30T00:00","BIS1383362","2021-06-30T00:00","2021-06-30T00:00","Nedelsiant","EUR","STANDARD","2M21","203010302","6000797","2.2.1.1.1.6.","188710061","Savivaldybės administracija",157.07,0,157.07,,"ZZZ_Vilniaus miesto savivaldybės visuomenės sveikatos biuras EUR"
"2021","Bolt Operations OU","9001527597",,"2021-06-30T00:00","BIS1383362","2021-06-30T00:00","2021-06-30T00:00","Nedelsiant","EUR","STANDARD","VR04","203010302","VR10104","2.2.1.1.1.6.","188710061","Savivaldybės administracija",119.68,0,119.68,,"ZZZ_Vilniaus miesto savivaldybės visuomenės sveikatos biuras EUR"
"2021","Biuro mašinos","124272166",,"2021-06-30T00:00","BMV000015841","2021-06-30T00:00","2021-06-30T00:00","20 dienų","EUR","STANDARD","2M21","203010302","6000797","2.2.1.1.1.30.K.","188710061","Savivaldybės administracija",347.43,0,347.43,,"ZZZ_Vilniaus miesto savivaldybės visuomenės sveikatos biuras EUR"
"2021","VMI prie LRFM","188659752",,"2021-06-30T00:00","Buh pa=yma VM SAM prie=i8ra(MK)10sk-2 vc","2021-06-30T00:00","2021-06-30T00:00","Nedelsiant","EUR","STANDARD","2M21","203010302","6000797","2.1.1.1.1.1.","188710061","Savivaldybės administracija",8685.59,0,8685.59,,"ZZZ_Vilniaus miesto savivaldybės visuomenės sveikatos biuras EUR"
"2021","VSDF valdyba prie SADM","191630223",,"2021-06-30T00:00","Buh paž VM SAM sv bei psich saviž(priorit) 20s-24","2021-06-30T00:00","2021-06-30T00:00","Nedelsiant","EUR","STANDARD","2M29","203010302","6000566","2.1.2.1.1.1.","188710061","Savivaldybės administracija",69.55,0,69.55,,"ZZZ_Vilniaus miesto savivaldybės visuomenės sveikatos biuras EUR"
"2021","VMI prie LRFM","188659752",,"2021-06-30T00:00","Buh paž VM SAM sv bei psich saviž(priorit) 20sk-24","2021-06-30T00:00","2021-06-30T00:00","Nedelsiant","EUR","STANDARD","2M29","203010302","6000566","2.1.1.1.1.1.","188710061","Savivaldybės administracija",959.3,0,959.3,,"ZZZ_Vilniaus miesto savivaldybės visuomenės sveikatos biuras EUR"
"2021","VSDF valdyba prie SADM","191630223",,"2021-06-30T00:00","Buh paž VM SAM sv bei psich saviž(priorit) 20sk-24","2021-06-30T00:00","2021-06-30T00:00","Nedelsiant","EUR","STANDARD","2M29","203010302","6000566","2.1.1.1.1.1.","188710061","Savivaldybės administracija",1045.03,0,1045.03,,"ZZZ_Vilniaus miesto savivaldybės visuomenės sveikatos biuras EUR"
"2021","VSDF valdyba prie SADM","191630223",,"2021-06-30T00:00","Buh pažyma","2021-06-30T00:00","2021-06-30T00:00","Nedelsiant","EUR","STANDARD","2M21","203010302","6000797","2.1.1.1.1.1.","188710061","Savivaldybės administracija",26545.85,0,26545.85,,"ZZZ_Vilniaus miesto savivaldybės visuomenės sveikatos biuras EUR"
"2021","VSDF valdyba prie SADM","191630223",,"2021-06-30T00:00","Buh pažyma (Klaidos taisymas SRF)","2021-06-30T00:00","2021-06-30T00:00","Nedelsiant","EUR","CREDIT","SRF","203010302","SRF0289","2.1.2.1.1.1.","188710061","Savivaldybės administracija",-4.06,0,-4.06,,"ZZZ_Vilniaus miesto savivaldybės visuomenės sveikatos biuras EUR"
"2021","VSDF valdyba prie SADM","191630223",,"2021-06-30T00:00","Buh pažyma (klaidos taisymas SRFvc","2021-06-30T00:00","2021-06-30T00:00","Nedelsiant","EUR","STANDARD","2M21","203010302","6000797","2.1.2.1.1.1.","188710061","Savivaldybės administracija",1.47,0,1.47,,"ZZZ_Vilniaus miesto savivaldybės visuomenės sveikatos biuras EUR"
"2021","VSDF valdyba prie SADM","191630223",,"2021-06-30T00:00","Buh pažyma (klaidos taisymas SRFvc","2021-06-30T00:00","2021-06-30T00:00","Nedelsiant","EUR","STANDARD","2M22","203010302","6000798","2.1.2.1.1.1.","188710061","Savivaldybės administracija",1.59,0,1.59,,"ZZZ_Vilniaus miesto savivaldybės visuomenės sveikatos biuras EUR"
"2021","VSDF valdyba prie SADM","191630223",,"2021-06-30T00:00","Buh pažyma (klaidos taisymas SRFvc","2021-06-30T00:00","2021-06-30T00:00","Nedelsiant","EUR","STANDARD","01","203010302","6000795","2.1.2.1.1.1.","188710061","Savivaldybės administracija",1,0,1,,"ZZZ_Vilniaus miesto savivaldybės visuomenės sveikatos biuras EUR"
"2021","VSDF valdyba prie SADM","191630223",,"2021-06-30T00:00","Buh pažyma 2021 06 2sk-5 vc","2021-06-30T00:00","2021-06-30T00:00","Nedelsiant","EUR","STANDARD","VR04","203010302","VR10104","2.1.1.1.1.1.","188710061","Savivaldybės administracija",6887.59,0,6887.59,,"ZZZ_Vilniaus miesto savivaldybės visuomenės sveikatos biuras EUR"
"2021","VSDF valdyba prie SADM","191630223",,"2021-06-30T00:00","Buh pažyma 2021 06 VR SAM 3sk-5vc VSDF darbd","2021-06-30T00:00","2021-06-30T00:00","Nedelsiant","EUR","STANDARD","VR04","203010302","VR10104","1.2.1.1.1.1.","188710061","Savivaldybės administracija",313.44,0,313.44,,"ZZZ_Vilniaus miesto savivaldybės visuomenės sveikatos biuras EUR"
"2021","VSDF valdyba prie SADM","191630223",,"2021-06-30T00:00","Buh pažyma 2021 06 VSDF darbd 1sk-3 vc","2021-06-30T00:00","2021-06-30T00:00","Nedelsiant","EUR","STANDARD","01","203010302","6000795","2.1.2.1.1.1.","188710061","Savivaldybės administracija",506.94,0,506.94,,"ZZZ_Vilniaus miesto savivaldybės visuomenės sveikatos biuras EUR"
"2021","VSDF valdyba prie SADM","191630223",,"2021-06-30T00:00","Buh pažyma 2021 06 VSDF įm VR SAM (MK) 3sk-5vc","2021-06-30T00:00","2021-06-30T00:00","Nedelsiant","EUR","STANDARD","VR04","203010302","VR10104","2.1.1.1.1.1.","188710061","Savivaldybės administracija",4475.69,0,4475.69,,"ZZZ_Vilniaus miesto savivaldybės visuomenės sveikatos biuras EUR"
"2021","VMI prie LRFM","188659752",,"2021-06-30T00:00","Buh pažyma 202106 GPM 1sk-3vc","2021-06-30T00:00","2021-06-30T00:00","Nedelsiant","EUR","STANDARD","01","203010302","6000795","2.1.1.1.1.1.","188710061","Savivaldybės administracija",5961.55,0,5961.55,,"ZZZ_Vilniaus miesto savivaldybės visuomenės sveikatos biuras EUR"
"2021","VMI prie LRFM","188659752",,"2021-06-30T00:00","Buh pažyma 202106 GPM 2sk-5 vc","2021-06-30T00:00","2021-06-30T00:00","Nedelsiant","EUR","STANDARD","VR04","203010302","VR10104","2.1.1.1.1.1.","188710061","Savivaldybės administracija",6762.26,0,6762.26,,"ZZZ_Vilniaus miesto savivaldybės visuomenės sveikatos biuras EUR"
"2021","VMI prie LRFM","188659752",,"2021-06-30T00:00","Buh pažyma 202106 VM SAM st ir st","2021-06-30T00:00","2021-06-30T00:00","Nedelsiant","EUR","STANDARD","2M22","203010302","6000798","2.1.1.1.1.1.","188710061","Savivaldybės administracija",8425.39,0,8425.39,,"ZZZ_Vilniaus miesto savivaldybės visuomenės sveikatos biuras EUR"
"2021","VMI prie LRFM","188659752",,"2021-06-30T00:00","Buh pažyma 202106 VR SAM (MK)GPM 3sk-5 vc","2021-06-30T00:00","2021-06-30T00:00","Nedelsiant","EUR","STANDARD","VR04","203010302","VR10104","2.1.1.1.1.1.","188710061","Savivaldybės administracija",4277.19,0,4277.19,,"ZZZ_Vilniaus miesto savivaldybės visuomenės sveikatos biuras EUR"
"2021","VSDF valdyba prie SADM","191630223",,"2021-06-30T00:00","Buh pažyma 202106 VR SAM st ir st 4sk-4vc","2021-06-30T00:00","2021-06-30T00:00","Nedelsiant","EUR","STANDARD","VR07","203010302","VR10107","2.1.2.1.1.1.","188710061","Savivaldybės administracija",406.36,0,406.36,,"ZZZ_Vilniaus miesto savivaldybės visuomenės sveikatos biuras EUR"
"2021","VSDF valdyba prie SADM","191630223",,"2021-06-30T00:00","Buh pažyma 202106 VSDF 1 sk-3vc","2021-06-30T00:00","2021-06-30T00:00","Nedelsiant","EUR","STANDARD","01","203010302","6000795","2.1.1.1.1.1.","188710061","Savivaldybės administracija",6402.03,0,6402.03,,"ZZZ_Vilniaus miesto savivaldybės visuomenės sveikatos biuras EUR"
"2021","VSDF valdyba prie SADM","191630223",,"2021-06-30T00:00","Buh pažyma 202106 VSDF darbd","2021-06-30T00:00","2021-06-30T00:00","Nedelsiant","EUR","STANDARD","VR04","203010302","VR10104","2.1.2.1.1.1.","188710061","Savivaldybės administracija",496.57,0,496.57,,"ZZZ_Vilniaus miesto savivaldybės visuomenės sveikatos biuras EUR"
"2021","VSDF valdyba prie SADM","191630223",,"2021-06-30T00:00","Buh pažyma SRF VC klaidos taisymui","2021-06-30T00:00","2021-06-30T00:00","Nedelsiant","EUR","CREDIT","SRF","203010302","SRF0289","2.1.1.1.1.1.","188710061","Savivaldybės administracija",-34.74,0,-34.74,,"ZZZ_Vilniaus miesto savivaldybės visuomenės sveikatos biuras EUR"
"2021","VVSB DU","VVSBDU",,"2021-06-30T00:00","Buh pažyma SRF VCklaidos taisymui","2021-06-30T00:00","2021-06-30T00:00","20 dienų","EUR","CREDIT","SRF","203010302","SRF0289","2.1.1.1.1.1.","188710061","Savivaldybės administracija",-146.52,0,-146.52,,"ZZZ_Vilniaus miesto savivaldybės visuomenės sveikatos biuras EUR"
"2021","VMI prie LRFM","188659752",,"2021-06-30T00:00","Buh pažyma SRF klaidos taisymui","2021-06-30T00:00","2021-06-30T00:00","Nedelsiant","EUR","STANDARD","2M22","203010302","6000798","2.1.1.1.1.1.","188710061","Savivaldybės administracija",21.82,0,21.82,,"ZZZ_Vilniaus miesto savivaldybės visuomenės sveikatos biuras EUR"
"2021","VMI prie LRFM","188659752",,"2021-06-30T00:00","Buh pažyma SRF klaidos taisymui","2021-06-30T00:00","2021-06-30T00:00","Nedelsiant","EUR","STANDARD","01","203010302","6000795","2.1.1.1.1.1.","188710061","Savivaldybės administracija",9.91,0,9.91,,"ZZZ_Vilniaus miesto savivaldybės visuomenės sveikatos biuras EUR"
"2021","VMI prie LRFM","188659752",,"2021-06-30T00:00","Buh pažyma SRF klaidos taisymui","2021-06-30T00:00","2021-06-30T00:00","Nedelsiant","EUR","STANDARD","2M21","203010302","6000797","2.1.1.1.1.1.","188710061","Savivaldybės administracija",13.58,0,13.58,,"ZZZ_Vilniaus miesto savivaldybės visuomenės sveikatos biuras EUR"
"2021","VSDF valdyba prie SADM","191630223",,"2021-06-30T00:00","Buh pažyma SRF klaidos taisymui","2021-06-30T00:00","2021-06-30T00:00","Nedelsiant","EUR","STANDARD","2M22","203010302","6000798","2.1.1.1.1.1.","188710061","Savivaldybės administracija",23.89,0,23.89,,"ZZZ_Vilniaus miesto savivaldybės visuomenės sveikatos biuras EUR"
"2021","VSDF valdyba prie SADM","191630223",,"2021-06-30T00:00","Buh pažyma SRF klaidos taisymui","2021-06-30T00:00","2021-06-30T00:00","Nedelsiant","EUR","STANDARD","01","203010302","6000795","2.1.1.1.1.1.","188710061","Savivaldybės administracija",10.85,0,10.85,,"ZZZ_Vilniaus miesto savivaldybės visuomenės sveikatos biuras EUR"
"2021","VMI prie LRFM","188659752",,"2021-06-30T00:00","Buh pažyma SRF vc klaidos taisymui","2021-06-30T00:00","2021-06-30T00:00","Nedelsiant","EUR","CREDIT","SRF","203010302","SRF0289","2.1.1.1.1.1.","188710061","Savivaldybės administracija",-45.31,0,-45.31,,"ZZZ_Vilniaus miesto savivaldybės visuomenės sveikatos biuras EUR"
"2021","VSDF valdyba prie SADM","191630223",,"2021-06-30T00:00","Buh pažyma VM SAM (darž) 13sk-2 vc","2021-06-30T00:00","2021-06-30T00:00","Nedelsiant","EUR","STANDARD","2M21","203010302","6000797","2.1.1.1.1.1.","188710061","Savivaldybės administracija",10691.32,0,10691.32,,"ZZZ_Vilniaus miesto savivaldybės visuomenės sveikatos biuras EUR"
"2021","VSDF valdyba prie SADM","191630223",,"2021-06-30T00:00","Buh pažyma VM SAM (darželiai) 13sk-2 vc","2021-06-30T00:00","2021-06-30T00:00","Nedelsiant","EUR","STANDARD","2M21","203010302","6000797","2.1.2.1.1.1.","188710061","Savivaldybės administracija",766.7,0,766.7,,"ZZZ_Vilniaus miesto savivaldybės visuomenės sveikatos biuras EUR"
"2021","VSDF valdyba prie SADM","191630223",,"2021-06-30T00:00","Buh pažyma VM SAM priežiūra (MK)","2021-06-30T00:00","2021-06-30T00:00","Nedelsiant","EUR","STANDARD","2M21","203010302","6000797","2.1.2.1.1.1.","188710061","Savivaldybės administracija",684.34,0,684.34,,"ZZZ_Vilniaus miesto savivaldybės visuomenės sveikatos biuras EUR"
"2021","VMI prie LRFM","188659752",,"2021-06-30T00:00","Buh pažyma VM SAM priežiūra (darž) 13sk-2vc","2021-06-30T00:00","2021-06-30T00:00","Nedelsiant","EUR","STANDARD","2M21","203010302","6000797","2.1.1.1.1.1.","188710061","Savivaldybės administracija",9604.72,1075.46,8529.26,,"ZZZ_Vilniaus miesto savivaldybės visuomenės sveikatos biuras EUR"
"2021","VMI prie LRFM","188659752",,"2021-06-30T00:00","Buh pažyma VM SAM priežiūra (mokyklos)12sk-2vc","2021-06-30T00:00","2021-06-30T00:00","Nedelsiant","EUR","STANDARD","2M21","203010302","6000797","2.1.1.1.1.1.","188710061","Savivaldybės administracija",24153.08,0,24153.08,,"ZZZ_Vilniaus miesto savivaldybės visuomenės sveikatos biuras EUR"
"2021","VSDF valdyba prie SADM","191630223",,"2021-06-30T00:00","Buh pažyma VM SAM priežiūra(mokyklos) 12sk-2vc","2021-06-30T00:00","2021-06-30T00:00","Nedelsiant","EUR","STANDARD","2M21","203010302","6000797","0000000000000000","188710061","Savivaldybės administracija",1840.66,0,1840.66,,"ZZZ_Vilniaus miesto savivaldybės visuomenės sveikatos biuras EUR"
"2021","VSDF valdyba prie SADM","191630223",,"2021-06-30T00:00","Buh pažyma VM SAM priežiūra10sk-2vc","2021-06-30T00:00","2021-06-30T00:00","Nedelsiant","EUR","STANDARD","2M21","203010302","6000797","2.1.1.1.1.1.","188710061","Savivaldybės administracija",8905.59,0,8905.59,,"ZZZ_Vilniaus miesto savivaldybės visuomenės sveikatos biuras EUR"
"2021","VSDF valdyba prie SADM","191630223",,"2021-06-30T00:00","Buh pažyma VM SAM st ir st 202106 5sk-1vc","2021-06-30T00:00","2021-06-30T00:00","Nedelsiant","EUR","STANDARD","2M22","203010302","6000798","2.1.1.1.1.1.","188710061","Savivaldybės administracija",9044.45,0,9044.45,,"ZZZ_Vilniaus miesto savivaldybės visuomenės sveikatos biuras EUR"
"2021","VSDF valdyba prie SADM","191630223",,"2021-06-30T00:00","Buh pažyma VR SAM priežiūra(darželiai)19-5vc","2021-06-30T00:00","2021-06-30T00:00","Nedelsiant","EUR","STANDARD","VR04","203010302","VR10104","2.1.2.1.1.1.","188710061","Savivaldybės administracija",19.13,0,19.13,,"ZZZ_Vilniaus miesto savivaldybės visuomenės sveikatos biuras EUR"
"2021","VMI prie LRFM","188659752",,"2021-06-30T00:00","Buh pažyma VR SAM priežiūra(darželiai)19sk-5vc","2021-06-30T00:00","2021-06-30T00:00","Nedelsiant","EUR","STANDARD","VR04","203010302","VR10104","2.1.1.1.1.1.","188710061","Savivaldybės administracija",263.94,0,263.94,,"ZZZ_Vilniaus miesto savivaldybės visuomenės sveikatos biuras EUR"
"2021","VSDF valdyba prie SADM","191630223",,"2021-06-30T00:00","Buh pažyma VR SAM priežiūra(darželiai)19sk-5vc","2021-06-30T00:00","2021-06-30T00:00","Nedelsiant","EUR","STANDARD","VR04","203010302","VR10104","2.1.1.1.1.1.","188710061","Savivaldybės administracija",265.94,0,265.94,,"ZZZ_Vilniaus miesto savivaldybės visuomenės sveikatos biuras EUR"
"2021","VSDF valdyba prie SADM","191630223",,"2021-06-30T00:00","Buh pažyma VR SAM st ir st 4 sk-4 vc","2021-06-30T00:00","2021-06-30T00:00","Nedelsiant","EUR","STANDARD","VR07","203010302","VR10107","2.1.1.1.1.1.","188710061","Savivaldybės administracija",5752.22,0,5752.22,,"ZZZ_Vilniaus miesto savivaldybės visuomenės sveikatos biuras EUR"
"2021","VMI prie LRFM","188659752",,"2021-06-30T00:00","Buh pažyma VR SAM st ir st 4 sk-4vc","2021-06-30T00:00","2021-06-30T00:00","Nedelsiant","EUR","STANDARD","VR07","203010302","VR10107","2.1.1.1.1.1.","188710061","Savivaldybės administracija",5217.72,0,5217.72,,"ZZZ_Vilniaus miesto savivaldybės visuomenės sveikatos biuras EUR"
"2021","VSDF valdyba prie SADM","191630223",,"2021-06-30T00:00","Buh pažyma202106 VM SAM st ir st","2021-06-30T00:00","2021-06-30T00:00","Nedelsiant","EUR","STANDARD","2M22","203010302","6000798","2.1.2.1.1.1.","188710061","Savivaldybės administracija",641.04,0,641.04,,"ZZZ_Vilniaus miesto savivaldybės visuomenės sveikatos biuras EUR"
"2021","Clean Solutions, UAB","301097838",,"2021-06-30T00:00","CSR43206","2021-06-30T00:00","2021-06-30T00:00","20 dienų","EUR","STANDARD","2M21","203010302","6000797","2.2.1.1.1.30.K.","188710061","Savivaldybės administracija",439.23,0,439.23,,"ZZZ_Vilniaus miesto savivaldybės visuomenės sveikatos biuras EUR"
"2021","Eglės Kazokaitės floristika ir dekoras UAB","303231022",,"2021-06-30T00:00","EKFD1510","2021-06-30T00:00","2021-06-30T00:00","20 dienų","EUR","STANDARD","2M22","203010302","6000798","2.2.1.1.1.30.K.","188710061","Savivaldybės administracija",130,0,130,,"ZZZ_Vilniaus miesto savivaldybės visuomenės sveikatos biuras EUR"
"2021","EMSI UAB","120643955",,"2021-06-30T00:00","EOO4216428","2021-06-30T00:00","2021-06-30T00:00","20 dienų","EUR","STANDARD","2M21","203010302","6000797","2.2.1.1.1.6.","188710061","Savivaldybės administracija",80.1,0,80.1,,"ZZZ_Vilniaus miesto savivaldybės visuomenės sveikatos biuras EUR"
"2021","Eurocom, UAB","301673440",,"2021-06-30T00:00","EXE894885","2021-06-30T00:00","2021-06-30T00:00","30 dienų","EUR","STANDARD","VR04","203010302","VR10104","2.2.1.1.1.5.","188710061","Savivaldybės administracija",235.87,0,235.87,,"ZZZ_Vilniaus miesto savivaldybės visuomenės sveikatos biuras EUR"
"2021","VMI prie LRFM","188659752",,"2021-06-30T00:00","GPM B8simi atostoginiai 13sk-2vc","2021-06-30T00:00","2021-06-30T00:00","Nedelsiant","EUR","STANDARD","2M21","203010302","6000797","2.1.1.1.1.1.","188710061","Savivaldybės administracija",579.6,0,579.6,,"ZZZ_Vilniaus miesto savivaldybės visuomenės sveikatos biuras EUR"
"2021","VMI prie LRFM","188659752",,"2021-06-30T00:00","GPM bus  07 atostoginiai 12 sk-2vc","2021-06-30T00:00","2021-06-30T00:00","Nedelsiant","EUR","STANDARD","2M21","203010302","6000797","2.1.1.1.1.1.","188710061","Savivaldybės administracija",695.39,0,695.39,,"ZZZ_Vilniaus miesto savivaldybės visuomenės sveikatos biuras EUR"
"2021","VMI prie LRFM","188659752",,"2021-06-30T00:00","GPM busim 07 atostog 10 sk-2vc","2021-06-30T00:00","2021-06-30T00:00","Nedelsiant","EUR","STANDARD","2M21","203010302","6000797","2.1.1.1.1.1.","188710061","Savivaldybės administracija",83.57,0,83.57,,"ZZZ_Vilniaus miesto savivaldybės visuomenės sveikatos biuras EUR"
"2021","VMI prie LRFM","188659752",,"2021-06-30T00:00","GPM busim 07 atostog 1sk-3vc","2021-06-30T00:00","2021-06-30T00:00","Nedelsiant","EUR","STANDARD","01","203010302","6000795","2.1.1.1.1.1.","188710061","Savivaldybės administracija",107.08,0,107.08,,"ZZZ_Vilniaus miesto savivaldybės visuomenės sveikatos biuras EUR"
"2021","VMI prie LRFM","188659752",,"2021-06-30T00:00","GPM busim 07 atostog 4 sk-4vc","2021-06-30T00:00","2021-06-30T00:00","Nedelsiant","EUR","STANDARD","VR07","203010302","VR10107","2.1.1.1.1.1.","188710061","Savivaldybės administracija",145.12,0,145.12,,"ZZZ_Vilniaus miesto savivaldybės visuomenės sveikatos biuras EUR"
"2021","VMI prie LRFM","188659752",,"2021-06-30T00:00","GPM busim atostg 07 5sk-1 vc","2021-06-30T00:00","2021-06-30T00:00","Nedelsiant","EUR","STANDARD","2M22","203010302","6000798","2.1.1.1.1.1.","188710061","Savivaldybės administracija",110.28,0,110.28,,"ZZZ_Vilniaus miesto savivaldybės visuomenės sveikatos biuras EUR"
"2021","VMI prie LRFM","188659752",,"2021-06-30T00:00","GPM busimi 07 mėn atostoginiai2 sk-5 vc","2021-06-30T00:00","2021-06-30T00:00","Nedelsiant","EUR","STANDARD","VR04","203010302","VR10104","2.1.1.1.1.1.","188710061","Savivaldybės administracija",365.06,0,365.06,,"ZZZ_Vilniaus miesto savivaldybės visuomenės sveikatos biuras EUR"
"2021","VMI prie LRFM","188659752",,"2021-06-30T00:00","GPM busimi 08 mėn 12 sk-2 vc","2021-06-30T00:00","2021-06-30T00:00","Nedelsiant","EUR","STANDARD","2M21","203010302","6000797","2.1.1.1.1.1.","188710061","Savivaldybės administracija",42.09,0,42.09,,"ZZZ_Vilniaus miesto savivaldybės visuomenės sveikatos biuras EUR"
"2021","VMI prie LRFM","188659752",,"2021-06-30T00:00","GPM busimi 08 mėn atostog 2sk-5vc","2021-06-30T00:00","2021-06-30T00:00","Nedelsiant","EUR","STANDARD","VR04","203010302","VR10104","2.1.1.1.1.1.","188710061","Savivaldybės administracija",173.84,0,173.84,,"ZZZ_Vilniaus miesto savivaldybės visuomenės sveikatos biuras EUR"
"2021","VMI prie LRFM","188659752",,"2021-06-30T00:00","GPM busimi atostoginiai07 mėn 19sk-5vc","2021-06-30T00:00","2021-06-30T00:00","Nedelsiant","EUR","STANDARD","VR04","203010302","VR10104","2.1.1.1.1.1.","188710061","Savivaldybės administracija",130.24,0,130.24,,"ZZZ_Vilniaus miesto savivaldybės visuomenės sveikatos biuras EUR"
"2021","Ingenious IT, UAB","302553554",,"2021-06-30T00:00","ING01035","2021-06-30T00:00","2021-06-30T00:00","Nedelsiant","EUR","STANDARD","2M21","203010302","6000797","2.2.1.1.1.21.","188710061","Savivaldybės administracija",889.35,0,889.35,,"ZZZ_Vilniaus miesto savivaldybės visuomenės sveikatos biuras EUR"
"2021","Ignitis, UAB","303383884",,"2021-06-30T00:00","LDT749467","2021-06-30T00:00","2021-06-30T00:00","Nedelsiant","EUR","STANDARD","2M21","203010302","6000797","2.2.1.1.1.20.1.","188710061","Savivaldybės administracija",16.7,0,16.7,,"ZZZ_Vilniaus miesto savivaldybės visuomenės sveikatos biuras EUR"
"2021","Ignitis, UAB","303383884",,"2021-06-30T00:00","LDT755435","2021-06-30T00:00","2021-06-30T00:00","Nedelsiant","EUR","STANDARD","2M21","203010302","6000797","2.2.1.1.1.20.2.","188710061","Savivaldybės administracija",44.98,0,44.98,,"ZZZ_Vilniaus miesto savivaldybės visuomenės sveikatos biuras EUR"
"2021","Ignitis, UAB","303383884",,"2021-06-30T00:00","LDT755435","2021-06-30T00:00","2021-06-30T00:00","Nedelsiant","EUR","STANDARD","2M22","203010302","6000798","2.2.1.1.1.20.2.","188710061","Savivaldybės administracija",14.77,0,14.77,,"ZZZ_Vilniaus miesto savivaldybės visuomenės sveikatos biuras EUR"
"2021","Ignitis, UAB","303383884",,"2021-06-30T00:00","LDT755435","2021-06-30T00:00","2021-06-30T00:00","Nedelsiant","EUR","STANDARD","01","203010302","6000795","2.2.1.1.1.20.2.","188710061","Savivaldybės administracija",4.5,0,4.5,,"ZZZ_Vilniaus miesto savivaldybės visuomenės sveikatos biuras EUR"
"2021","LivingWorks Education Inc","80609004",,"2021-06-30T00:00","LithQ221","2021-06-30T00:00","2021-06-30T00:00","Nedelsiant","EUR","STANDARD","20","203010201","6000781","2.2.1.1.1.30.K.","188710061","Savivaldybės administracija",1379.56,0,1379.56,,"ZZZ_Vilniaus miesto savivaldybės visuomenės sveikatos biuras EUR"
"2021","Tele2, UAB","111471645",,"2021-06-30T00:00","M17148067306","2021-06-30T00:00","2021-06-30T00:00","Nedelsiant","EUR","STANDARD","VR07","203010302","VR10107","2.2.1.1.1.5.","188710061","Savivaldybės administracija",7.38,0,7.38,,"ZZZ_Vilniaus miesto savivaldybės visuomenės sveikatos biuras EUR"
"2021","Vitalijus Michailovas","1394",,"2021-06-30T00:00","NCTB1282634","2021-06-30T00:00","2021-06-30T00:00","20 dienų","EUR","EXPENSE REPORT","VR04","203010302","VR10104","2.2.1.1.1.30.K.","188710061","Savivaldybės administracija",38.12,0,38.12,,"ZZZ_Vilniaus miesto savivaldybės visuomenės sveikatos biuras EUR"
"2021","Vitalijus Michailovas","1394",,"2021-06-30T00:00","NCTB1282634","2021-06-30T00:00","2021-06-30T00:00","20 dienų","EUR","EXPENSE REPORT","2M21","203010302","6000797","2.2.1.1.1.30.K.","188710061","Savivaldybės administracija",88.96,0,88.96,,"ZZZ_Vilniaus miesto savivaldybės visuomenės sveikatos biuras EUR"
